ID,Delivery_person_Ratings,Type_of_order,Type_of_vehicle,temperature,weather_description,Traffic_Level,Distance (km),Delivery Duration
8EC6,4.7,Meal,motorcycle,20.71,clear sky,Moderate,12.91,23.57
3A74,4.8,Buffet,motorcycle,24.94,mist,Low,7.48,24.9
9A86,4.8,Drinks,scooter,24.0,haze,Very Low,2.92,19.97
74DB,4.2,Drinks,electric_scooter,25.89,haze,Moderate,8.14,36.57
B456,5.0,Buffet,scooter,20.47,clear sky,Very Low,2.83,10.77
261D,4.0,Snack,motorcycle,22.06,haze,Very Low,1.95,12.22
3A30,4.8,Snack,motorcycle,22.06,clear sky,Very High,28.41,54.83
DD2,4.6,Buffet,scooter,23.01,haze,High,13.71,39.65
E15,5.0,Meal,electric_scooter,22.93,haze,Moderate,9.12,25.25
3DDF,4.8,Meal,scooter,27.64,smoke,High,12.1,42.85
B734,3.9,Meal,scooter,23.86,clear sky,Very High,24.58,55.08
1773,4.8,Snack,motorcycle,20.25,mist,Very High,22.97,57.1
9518,4.7,Drinks,scooter,20.53,clear sky,High,26.27,50.7
3B5D,4.2,Meal,scooter,20.63,clear sky,High,23.28,36.53
1C37,4.9,Buffet,motorcycle,20.47,clear sky,Low,4.63,17.23
5957,4.8,Drinks,electric_scooter,23.9,haze,High,11.06,41.18
4635,4.8,Buffet,motorcycle,24.93,clear sky,Very High,24.21,49.35
3123,4.7,Buffet,scooter,23.99,haze,Moderate,12.93,31.2
8B14,4.9,Buffet,electric_scooter,23.08,clear sky,Very High,25.36,66.88
6E7A,4.9,Meal,scooter,22.63,haze,Very High,21.45,55.2
6D57,4.6,Meal,electric_scooter,20.36,clear sky,Very Low,1.59,5.8
C2E4,4.8,Buffet,motorcycle,25.45,clear sky,Moderate,8.13,29.07
3B1D,4.5,Buffet,motorcycle,28.05,smoke,Low,4.2,23.6
C359,4.4,Snack,motorcycle,21.0,haze,Very High,28.28,75.85
85CC,4.9,Drinks,motorcycle,26.03,haze,Moderate,10.73,34.67
2756,4.8,Buffet,scooter,24.9,clear sky,High,20.19,47.15
CB5D,4.8,Snack,scooter,23.82,clear sky,Very Low,2.1,12.35
76CD,4.8,Drinks,scooter,28.37,overcast clouds,Very High,14.83,63.65
C59B,5.0,Buffet,scooter,25.74,clear sky,High,21.22,35.18
3988,4.6,Drinks,motorcycle,27.93,smoke,Low,4.4,31.73
A84E,4.9,Snack,motorcycle,23.92,clear sky,Very High,27.14,56.03
9910,4.9,Buffet,motorcycle,28.05,smoke,Low,4.2,23.6
CD19,4.7,Drinks,motorcycle,25.65,clear sky,High,8.24,43.42
85BD,4.8,Buffet,motorcycle,22.64,clear sky,Low,4.47,17.5
BD69,4.2,Meal,motorcycle,20.79,clear sky,High,18.74,33.9
7563,4.9,Buffet,motorcycle,23.91,haze,High,24.27,43.25
A1EB,4.7,Buffet,motorcycle,20.48,clear sky,Moderate,10.28,25.23
A89F,4.0,Drinks,scooter,24.0,haze,Low,7.41,26.15
3129,4.7,Buffet,scooter,23.81,haze,High,10.64,36.3
5A0A,4.7,Meal,motorcycle,23.03,clear sky,High,12.63,34.35
18EB,4.1,Buffet,motorcycle,28.04,clear sky,Very High,24.29,58.55
5.70E+06,4.7,Buffet,scooter,27.03,smoke,High,8.97,47.33
6B3F,5.0,Snack,motorcycle,20.21,clear sky,High,24.99,37.18
5F03,4.3,Snack,scooter,23.79,clear sky,Very High,28.36,67.77
287D,4.6,Meal,scooter,25.01,mist,Very Low,3.09,11.25
BDB8,4.8,Drinks,electric_scooter,25.9,haze,Very Low,2.95,20.65
550C,4.6,Drinks,motorcycle,26.06,haze,Very High,22.86,57.8
9D8A,4.3,Buffet,motorcycle,25.82,haze,Moderate,6.76,25.52
1D41,4.9,Drinks,motorcycle,22.22,clear sky,Very High,27.03,61.9
A4ED,4.8,Buffet,scooter,25.79,haze,Moderate,12.39,31.4
7798,4.4,Buffet,motorcycle,20.12,mist,Moderate,12.43,33.02
7B00,4.9,Snack,scooter,22.05,haze,High,11.67,38.55
B544,4.7,Buffet,motorcycle,22.88,haze,Moderate,8.92,31.28
5E2F,4.0,Meal,motorcycle,20.71,clear sky,Moderate,8.86,24.52
9A7,3.7,Snack,motorcycle,24.92,mist,Low,6.42,23.43
9301,4.6,Snack,motorcycle,20.46,clear sky,Low,7.01,22.5
AEE6,4.7,Meal,scooter,24.95,mist,Very High,20.14,53.58
3EDC,4.8,Drinks,motorcycle,20.21,mist,High,9.19,45.73
1.00E+23,5.0,Snack,scooter,24.9,clear sky,Very High,28.79,66.88
520B,4.4,Snack,motorcycle,25.86,haze,Moderate,7.83,27.68
6744,4.8,Snack,motorcycle,22.81,clear sky,Low,5.18,20.25
A7EB,4.7,Buffet,motorcycle,20.01,mist,Low,6.03,25.75
1629,4.5,Meal,motorcycle,23.99,haze,Moderate,12.93,29.2
2257,4.6,Snack,motorcycle,23.99,haze,High,15.2,44.37
ABA7,4.6,Buffet,motorcycle,24.93,clear sky,Moderate,12.01,32.4
549A,4.1,Meal,motorcycle,23.99,haze,High,13.82,32.95
31C0,4.5,Buffet,scooter,22.05,haze,Moderate,7.32,26.95
4.00E+59,4.6,Snack,motorcycle,24.95,mist,Moderate,9.49,30.87
1B9C,4.5,Meal,scooter,22.53,haze,High,10.61,42.07
1371,3.5,Drinks,scooter,23.35,clear sky,Very High,19.2,62.92
54B0,4.0,Snack,motorcycle,22.93,clear sky,Low,4.37,19.6
5C6,4.6,Snack,scooter,23.03,clear sky,Low,6.28,21.6
8DA,4.6,Drinks,motorcycle,27.94,smoke,High,11.03,54.08
BF79,4.6,Buffet,scooter,16.85,clear sky,Low,7.22,19.53
3769,4.9,Buffet,motorcycle,22.59,haze,High,12.5,40.13
4FB6,4.2,Drinks,motorcycle,22.06,haze,Very Low,2.29,20.08
DB1F,4.8,Buffet,electric_scooter,28.89,scattered clouds,High,21.09,40.93
3DAB,4.5,Buffet,scooter,23.92,haze,High,23.78,41.52
C697,5.0,Drinks,motorcycle,25.62,clear sky,High,10.83,45.15
1C49,4.8,Meal,motorcycle,20.21,mist,High,15.92,36.37
BF97,4.6,Buffet,motorcycle,17.24,clear sky,Low,4.4,14.33
43F8,4.2,Drinks,scooter,22.73,haze,High,17.95,55.1
60F7,5.0,Snack,scooter,23.01,clear sky,Moderate,7.29,26.9
7D65,4.7,Buffet,motorcycle,22.99,haze,Low,4.37,20.3
2332,4.6,Snack,scooter,23.79,clear sky,Very High,30.73,71.15
2D8B,5.0,Meal,scooter,26.1,haze,High,18.06,35.65
1355,4.4,Drinks,motorcycle,20.2,mist,Low,8.61,28.5
557F,4.9,Snack,scooter,24.94,mist,Moderate,13.31,36.78
B344,4.7,Buffet,scooter,24.87,clear sky,High,22.99,47.58
73BA,4.6,Meal,electric_scooter,22.18,haze,High,17.09,41.5
4B52,4.8,Snack,motorcycle,23.67,haze,Moderate,8.53,33.43
CB22,4.8,Buffet,motorcycle,25.74,clear sky,High,20.76,34.25
7456,4.6,Snack,scooter,22.4,haze,Very High,29.57,83.6
572F,5.0,Drinks,motorcycle,19.91,clear sky,Very High,25.66,66.33
7BE3,4.9,Snack,motorcycle,25.93,haze,Low,3.04,16.03
ABC3,5.0,Snack,electric_scooter,23.37,clear sky,Very High,18.49,51.17
6ED4,4.6,Meal,scooter,26.02,haze,Very High,23.03,50.85
7A89,5.0,Meal,electric_scooter,23.6,haze,Low,7.34,21.3
949B,3.2,Drinks,scooter,26.12,haze,Very High,20.63,56.8
6D5A,4.9,Drinks,motorcycle,22.97,clear sky,High,14.79,42.4
C43A,4.8,Snack,motorcycle,27.98,haze,Low,4.61,25.4
4C94,4.7,Meal,motorcycle,26.14,haze,Very High,20.5,50.17
8D3,4.9,Meal,motorcycle,22.09,haze,Low,3.45,13.52
5DA7,5.0,Meal,motorcycle,23.3,haze,Low,5.39,21.9
1.40E+01,4.5,Drinks,motorcycle,20.22,mist,High,11.46,50.35
ACBE,4.8,Snack,motorcycle,28.33,mist,Low,4.57,22.27
7A0A,4.7,Drinks,motorcycle,27.94,clear sky,High,24.73,52.2
8729,4.9,Drinks,motorcycle,26.75,smoke,Very High,35.66,91.07
4DAF,4.9,Snack,scooter,26.06,haze,Moderate,10.01,30.57
8A98,4.6,Snack,motorcycle,28.01,smoke,High,17.63,49.1
AF4,4.7,Snack,motorcycle,22.91,clear sky,Moderate,9.82,34.95
B1C,5.0,Drinks,motorcycle,28.48,mist,Low,4.97,28.88
DF37,4.8,Meal,motorcycle,28.8,scattered clouds,Moderate,9.2,27.43
91A7,4.6,Meal,scooter,20.54,clear sky,High,12.35,31.7
4FF3,4.9,Buffet,scooter,22.81,clear sky,Moderate,7.5,25.75
5.00E+90,4.9,Snack,scooter,28.37,mist,Low,5.02,22.75
CB3E,4.9,Meal,motorcycle,22.99,clear sky,Very High,25.56,56.5
3ED4,4.9,Meal,motorcycle,27.99,smoke,Low,5.08,21.9
95A,4.6,Meal,scooter,18.28,scattered clouds,Very High,23.28,55.4
AE40,4.8,Drinks,electric_scooter,22.12,haze,Low,6.42,28.8
80D3,4.9,Drinks,motorcycle,24.07,haze,Very High,38.54,56.6
DD7C,4.7,Meal,scooter,25.38,clear sky,Low,5.25,12.68
2AF3,3.7,Drinks,scooter,24.93,clear sky,Moderate,12.01,39.8
22D1,4.0,Drinks,motorcycle,22.8,haze,High,8.22,47.2
6F87,4.6,Buffet,scooter,24.93,clear sky,High,21.96,45.4
1CA4,5.0,Buffet,scooter,22.33,haze,Very High,20.46,49.87
3.00E+39,4.7,Buffet,motorcycle,27.98,smoke,Moderate,6.5,30.0
2575,4.8,Snack,motorcycle,28.51,mist,Low,4.22,21.25
DCC2,4.2,Drinks,motorcycle,21.93,haze,Low,4.1,27.12
20DC,4.8,Drinks,motorcycle,23.56,haze,Moderate,5.56,32.07
BC41,4.7,Snack,motorcycle,20.22,mist,High,10.01,44.0
86EF,4.7,Snack,motorcycle,23.49,clear sky,High,23.62,49.08
B45A,3.5,Snack,scooter,20.76,clear sky,High,18.11,37.52
A476,4.7,Snack,motorcycle,28.37,overcast clouds,Very High,14.83,58.62
1A0F,4.9,Drinks,scooter,23.2,haze,Low,6.53,29.08
7E3C,4.9,Drinks,motorcycle,20.71,clear sky,High,16.25,41.33
B5C2,4.8,Buffet,motorcycle,23.68,haze,Very Low,2.06,10.0
CFB6,4.9,Meal,scooter,27.97,haze,Low,2.49,12.83
59FF,4.6,Snack,scooter,20.06,mist,Low,12.24,23.07
13CD,4.9,Snack,motorcycle,20.79,clear sky,Moderate,13.03,26.68
5CB,4.6,Snack,scooter,27.99,smoke,Low,5.08,25.9
5A94,4.8,Drinks,electric_scooter,22.22,clear sky,Very High,26.3,60.6
77A3,4.1,Drinks,motorcycle,24.0,haze,Low,7.37,25.97
B995,4.8,Meal,electric_scooter,23.95,clear sky,Very High,20.38,50.2
3283,4.9,Meal,motorcycle,20.54,clear sky,Moderate,20.68,27.7
5560,5.0,Buffet,motorcycle,28.0,smoke,Moderate,8.02,31.8
71BD,4.5,Drinks,motorcycle,28.01,smoke,High,12.0,46.12
437E,4.6,Meal,scooter,26.06,haze,High,12.88,34.08
55EA,4.9,Snack,motorcycle,27.21,clear sky,Very High,22.38,55.23
7EED,4.9,Meal,scooter,28.48,mist,Low,3.19,14.57
C899,4.5,Snack,motorcycle,17.24,clear sky,Low,5.78,19.22
843F,4.7,Snack,motorcycle,23.99,haze,Low,5.41,17.75
C7D7,4.6,Snack,electric_scooter,25.38,clear sky,Moderate,9.51,28.37
4A89,4.4,Buffet,motorcycle,22.75,haze,High,15.78,41.62
80F2,4.7,Drinks,scooter,22.11,haze,Low,4.46,23.73
A6D7,4.9,Meal,motorcycle,25.86,haze,Low,3.77,16.3
9C1A,4.9,Drinks,scooter,25.92,haze,Moderate,10.36,34.4
D1FD,4.6,Meal,motorcycle,25.35,clear sky,Low,7.26,20.07
B288,4.5,Snack,scooter,24.92,mist,Low,6.42,23.43
893E,4.6,Buffet,motorcycle,23.56,haze,Moderate,5.35,25.05
B460,4.0,Snack,motorcycle,20.46,clear sky,Low,3.15,15.33
36EC,4.7,Meal,motorcycle,28.05,clear sky,High,20.97,44.32
CD7F,4.9,Buffet,motorcycle,28.03,haze,High,11.84,38.97
88A9,4.7,Meal,motorcycle,23.77,haze,Moderate,9.12,31.4
C46C,5.0,Drinks,motorcycle,24.99,clear sky,High,20.91,54.17
192C,4.9,Meal,scooter,28.01,smoke,Low,4.77,23.18
7FA,4.9,Drinks,scooter,25.97,haze,Moderate,12.91,39.3
E10C,4.5,Buffet,motorcycle,25.23,clear sky,High,15.29,37.8
6427,4.8,Snack,motorcycle,23.99,haze,Moderate,11.19,28.32
2787,4.9,Buffet,motorcycle,22.57,haze,Very High,26.82,62.93
1DC3,4.0,Drinks,motorcycle,27.21,clear sky,Very High,22.38,60.38
8921,4.1,Meal,electric_scooter,23.43,clear sky,High,15.3,41.7
B0E6,4.7,Snack,electric_scooter,23.29,haze,High,14.58,42.7
AF32,4.5,Buffet,motorcycle,23.77,haze,Moderate,9.22,32.82
3AF5,5.0,Snack,scooter,24.0,haze,Low,6.68,19.78
4F6F,4.9,Snack,scooter,20.25,mist,Very High,22.97,57.12
4DEB,4.8,Meal,motorcycle,20.4,clear sky,High,25.68,45.45
3CFD,4.6,Drinks,motorcycle,25.75,haze,High,14.21,43.87
7F29,4.6,Meal,motorcycle,22.22,clear sky,Very High,26.3,51.55
9A30,4.5,Drinks,scooter,22.07,haze,Low,4.2,27.53
87CC,4.1,Buffet,motorcycle,22.07,haze,Very Low,2.19,12.9
5CD2,4.6,Snack,motorcycle,27.14,smoke,High,13.16,46.53
2B58,4.5,Snack,motorcycle,24.94,mist,Low,5.58,22.4
2E5B,4.8,Drinks,motorcycle,22.65,clear sky,Very High,21.63,61.65
5072,4.6,Meal,motorcycle,23.97,haze,High,18.12,33.32
488E,5.0,Buffet,motorcycle,23.22,clear sky,Very High,19.84,59.28
7ACA,4.6,Meal,scooter,23.99,haze,High,16.24,34.78
5700,5.0,Buffet,motorcycle,23.96,clear sky,High,17.04,46.15
D982,4.3,Snack,motorcycle,21.85,haze,Moderate,9.8,31.63
61B,4.6,Drinks,scooter,22.14,haze,Moderate,11.03,37.13
38D7,4.7,Snack,motorcycle,23.02,haze,Low,2.68,19.78
BD38,4.2,Drinks,motorcycle,19.92,scattered clouds,High,19.93,47.07
5302,4.8,Drinks,scooter,22.86,clear sky,High,15.0,53.42
7B2E,5.0,Snack,motorcycle,23.97,haze,High,17.01,49.28
3457,4.6,Snack,motorcycle,23.02,haze,Very High,14.4,52.15
AA26,4.8,Buffet,motorcycle,23.67,haze,Moderate,8.28,31.15
C89,4.4,Meal,motorcycle,23.17,haze,Very High,15.96,47.72
1046,4.6,Drinks,scooter,22.92,haze,High,12.87,41.6
DFCD,4.7,Meal,motorcycle,25.69,clear sky,High,24.63,36.52
DDDF,4.8,Buffet,motorcycle,21.91,clear sky,Very High,21.2,56.62
400B,4.8,Buffet,motorcycle,27.95,smoke,High,11.96,43.63
2D67,4.9,Drinks,motorcycle,28.29,mist,Moderate,8.11,33.83
307E,4.9,Drinks,motorcycle,24.93,clear sky,Moderate,11.52,39.23
3984,4.8,Snack,scooter,24.91,clear sky,High,17.47,40.67
4547,4.6,Meal,motorcycle,20.51,clear sky,High,14.64,38.83
3A7E,4.5,Meal,motorcycle,20.54,clear sky,Moderate,20.5,27.88
28F9,4.5,Meal,scooter,23.98,haze,High,17.93,41.62
60A1,4.8,Meal,scooter,23.07,overcast clouds,Very High,29.02,56.55
D56D,4.9,Snack,motorcycle,22.32,clear sky,High,14.64,36.0
B4F0,4.0,Meal,motorcycle,20.42,clear sky,High,16.95,43.0
A9AD,4.8,Buffet,scooter,26.06,haze,High,14.32,37.9
4A28,4.8,Meal,electric_scooter,24.9,clear sky,Very High,34.64,54.4
A4AA,4.2,Meal,electric_scooter,25.02,mist,Low,4.37,18.22
583C,4.7,Meal,motorcycle,28.01,smoke,High,10.43,38.37
B4D5,4.5,Buffet,motorcycle,22.14,haze,Moderate,11.1,29.45
B10B,5.0,Snack,scooter,28.46,mist,Moderate,9.26,36.28
A355,4.9,Meal,motorcycle,20.71,clear sky,High,16.46,33.28
70B5,4.7,Meal,motorcycle,28.3,mist,Very Low,2.83,13.55
1.00E+21,5.0,Drinks,motorcycle,20.72,clear sky,Moderate,8.46,32.65
5ECE,3.8,Drinks,scooter,22.59,haze,High,12.5,46.62
3.00E+12,4.5,Meal,motorcycle,22.75,haze,High,12.32,39.27
B024,5.0,Drinks,motorcycle,22.98,clear sky,Low,4.73,24.9
117B,4.7,Snack,motorcycle,20.11,scattered clouds,High,15.31,37.87
A8EE,4.8,Meal,motorcycle,23.97,haze,High,18.17,33.5
1B29,4.9,Meal,motorcycle,22.9,haze,Moderate,10.64,29.22
6BCC,4.6,Snack,scooter,22.57,haze,Very High,25.32,60.02
9B7E,4.8,Snack,motorcycle,26.62,smoke,Very High,22.94,71.43
6B0F,4.8,Drinks,motorcycle,22.13,haze,Moderate,12.03,39.4
BBD 1.00,4.8,Meal,motorcycle,23.36,clear sky,Very High,23.24,52.43
52AB,4.8,Drinks,scooter,28.24,mist,Moderate,6.67,40.22
3754,4.5,Snack,motorcycle,24.14,haze,Moderate,10.76,27.15
32AD,4.6,Meal,scooter,23.72,clear sky,High,15.56,37.75
BE03,4.1,Drinks,motorcycle,25.95,haze,High,14.52,44.98
45CB,4.8,Drinks,motorcycle,24.95,mist,High,13.57,44.78
94C,4.6,Meal,motorcycle,26.96,smoke,Very High,24.34,75.77
4CD1,4.7,Drinks,motorcycle,20.56,clear sky,Low,4.86,23.05
C536,4.6,Buffet,motorcycle,17.1,clear sky,Low,5.0,14.9
1BAF,4.5,Meal,motorcycle,22.08,haze,Very Low,2.21,10.77
94A6,4.2,Drinks,motorcycle,22.88,clear sky,High,12.02,44.97
C898,4.8,Buffet,scooter,21.73,clear sky,High,19.77,46.42
31F8,4.8,Drinks,scooter,22.07,haze,Very Low,2.31,18.57
6CED,4.7,Snack,motorcycle,20.07,clear sky,High,25.55,46.67
8F16,4.9,Meal,scooter,28.28,mist,Low,4.99,19.42
6827,4.9,Snack,motorcycle,22.77,haze,Moderate,7.0,34.98
C52E,4.7,Meal,motorcycle,25.41,clear sky,Very Low,1.9,7.52
9232,4.9,Buffet,motorcycle,22.94,haze,High,15.02,40.0
A6FA,4.9,Snack,scooter,22.18,haze,Low,3.93,18.87
7B01,4.8,Snack,motorcycle,22.14,haze,Moderate,11.78,33.45
4FAF,3.7,Drinks,scooter,20.15,mist,High,15.26,46.83
90FE,4.1,Meal,motorcycle,27.95,smoke,Low,4.44,25.75
5EF7,4.2,Snack,motorcycle,23.61,clear sky,Very High,27.63,62.15
BAA3,4.8,Snack,electric_scooter,22.81,haze,Very Low,3.86,15.23
6250,4.6,Snack,motorcycle,22.81,clear sky,Very Low,2.71,14.78
8892,4.7,Snack,motorcycle,22.3,clear sky,Very High,26.88,54.9
B2E8,4.1,Drinks,motorcycle,20.51,clear sky,High,14.64,47.75
2B1F,4.9,Snack,scooter,23.18,haze,High,9.53,36.8
5805,4.7,Snack,motorcycle,28.51,mist,Very High,17.33,53.5
AAD2,4.6,Drinks,motorcycle,23.91,haze,High,24.3,50.25
C6FF,4.8,Snack,scooter,23.76,clear sky,Moderate,11.59,33.98
5794,4.6,Meal,scooter,22.92,haze,Moderate,7.63,24.3
D5D6,4.5,Buffet,motorcycle,28.0,haze,Moderate,7.29,24.63
60A4,4.6,Buffet,motorcycle,28.32,overcast clouds,High,10.91,38.98
58BC,4.4,Drinks,scooter,20.17,mist,High,15.49,48.72
5AE8,4.2,Buffet,motorcycle,22.93,clear sky,Low,4.29,18.85
DD25,5.0,Snack,scooter,22.99,clear sky,Very High,25.63,59.6
AE5F,4.8,Snack,motorcycle,22.81,haze,Very High,21.38,56.25
647,4.6,Drinks,motorcycle,22.93,haze,High,16.25,51.92
1914,4.3,Meal,motorcycle,28.29,mist,Moderate,9.12,25.23
5369,4.9,Snack,scooter,25.94,haze,High,17.81,46.25
B0D,2.9,Meal,scooter,24.95,mist,High,14.57,41.05
866F,4.7,Snack,motorcycle,20.02,clear sky,High,26.02,49.72
2E7A,4.5,Buffet,motorcycle,24.9,clear sky,Very High,28.79,65.05
B57F,4.3,Drinks,scooter,20.7,clear sky,High,18.77,43.8
468C,4.1,Drinks,electric_scooter,28.05,smoke,Very High,33.59,82.1
6ED5,5.0,Buffet,scooter,20.08,mist,Moderate,3.87,26.02
12D5,4.9,Drinks,motorcycle,22.77,clear sky,Very Low,2.9,19.27
24F0,4.4,Meal,motorcycle,24.94,clear sky,High,14.52,35.3
5DA8,4.6,Buffet,motorcycle,24.0,haze,Low,8.42,21.23
5962,4.6,Snack,scooter,28.01,clear sky,Moderate,7.71,34.38
985D,3.4,Snack,motorcycle,22.95,clear sky,High,18.69,48.05
B716,4.2,Meal,motorcycle,22.81,haze,Very High,21.21,54.4
7AEE,4.9,Drinks,motorcycle,28.35,overcast clouds,Very High,20.23,73.65
8ED4,4.2,Meal,motorcycle,25.77,haze,Very Low,2.31,10.4
8C40,4.3,Buffet,motorcycle,28.32,mist,Low,4.23,16.18
2.00E+21,4.9,Meal,motorcycle,21.92,haze,Low,9.79,17.27
7BD8,5.0,Snack,motorcycle,24.01,haze,Moderate,13.47,35.15
C2F7,4.6,Buffet,electric_scooter,23.83,clear sky,Low,4.03,13.65
76F5,4.3,Drinks,motorcycle,22.66,haze,Low,4.35,21.55
8.00E+35,4.5,Meal,electric_scooter,23.67,haze,Moderate,9.52,30.33
20ED,4.9,Snack,motorcycle,24.99,mist,Moderate,8.82,30.38
3332,4.7,Meal,electric_scooter,22.73,haze,High,17.95,46.0
9F5C,4.8,Snack,scooter,22.77,haze,Moderate,16.2,31.7
96FF,4.8,Buffet,scooter,23.79,clear sky,Very High,31.02,68.33
75F1,4.3,Buffet,motorcycle,22.23,clear sky,High,19.08,38.52
3046,4.7,Meal,scooter,26.1,haze,High,18.18,42.27
8024,4.9,Meal,electric_scooter,24.92,mist,High,14.03,35.07
B0D4,4.7,Drinks,scooter,25.95,haze,Low,3.9,21.85
3DFD,4.1,Snack,motorcycle,23.65,haze,High,9.11,37.6
15FE,4.2,Buffet,scooter,20.51,clear sky,High,13.86,41.6
38F7,5.0,Snack,motorcycle,22.23,clear sky,High,17.48,35.78
AF02,4.8,Drinks,scooter,28.49,mist,Moderate,11.13,38.35
7A6F,5.0,Buffet,scooter,28.35,mist,Low,5.09,22.52
9F6F,4.9,Buffet,scooter,27.99,smoke,Moderate,11.65,33.03
6A43,4.6,Buffet,motorcycle,20.72,clear sky,Moderate,10.51,29.93
51DE,4.4,Snack,scooter,25.88,haze,Low,7.57,25.42
32D6,4.6,Buffet,scooter,20.25,scattered clouds,High,19.03,44.52
7EB6,5.0,Meal,motorcycle,20.34,clear sky,Moderate,8.92,26.03
C435,4.5,Meal,scooter,21.16,haze,High,15.23,37.08
6809,4.9,Meal,scooter,22.83,haze,High,14.33,41.07
46DB,4.6,Buffet,motorcycle,25.86,haze,Moderate,9.23,27.8
6C78,4.9,Snack,scooter,22.98,haze,Low,2.42,18.67
2DCE,4.8,Buffet,motorcycle,23.58,clear sky,Very High,25.07,56.62
9585,4.8,Snack,scooter,23.84,clear sky,Very High,22.34,53.95
D2EC,4.8,Meal,motorcycle,28.89,broken clouds,Very High,21.18,54.43
BE32,4.9,Meal,motorcycle,25.02,mist,Low,3.46,15.7
6DCF,4.6,Meal,motorcycle,28.41,mist,High,11.52,35.27
1656,4.3,Buffet,motorcycle,28.53,mist,Low,8.68,25.3
21FC,5.0,Snack,motorcycle,22.99,haze,Low,4.37,20.42
7CA2,4.9,Drinks,motorcycle,23.38,haze,Low,8.44,28.47
1242,4.8,Buffet,scooter,20.4,clear sky,High,22.23,36.68
905,4.6,Buffet,scooter,22.86,clear sky,Very High,15.09,49.87
B219,4.5,Snack,motorcycle,23.89,haze,High,11.34,38.7
8C17,4.5,Snack,electric_scooter,22.75,haze,High,17.06,50.37
CCEE,4.7,Drinks,motorcycle,25.35,clear sky,High,30.14,53.13
22D0,4.8,Meal,motorcycle,24.94,mist,Low,7.0,22.17
D45,4.6,Snack,electric_scooter,23.93,clear sky,High,16.25,46.72
BC0F,4.6,Snack,motorcycle,27.02,smoke,High,13.83,53.12
3DA7,5.0,Drinks,motorcycle,22.87,clear sky,Very High,17.82,58.12
FD2,5.0,Meal,motorcycle,22.6,haze,Very High,22.59,57.68
8C7A,4.6,Drinks,scooter,23.24,clear sky,Very High,25.68,76.68
7B7D,4.2,Snack,motorcycle,20.25,mist,High,16.14,44.3
25F3,4.6,Meal,scooter,25.78,haze,Low,4.6,16.27
A9D8,4.0,Meal,scooter,20.22,scattered clouds,Very High,25.76,56.27
2E0C,4.6,Drinks,scooter,22.58,haze,Very High,11.84,56.45
C40,4.8,Buffet,motorcycle,23.49,haze,Very Low,2.44,11.42
135E,4.7,Snack,motorcycle,23.53,haze,High,11.22,47.08
9271,4.9,Buffet,motorcycle,25.88,haze,Very Low,2.29,12.03
A574,4.8,Meal,scooter,23.38,haze,Low,7.51,19.5
2772,4.8,Meal,motorcycle,22.14,haze,Low,7.39,20.7
B383,4.7,Meal,scooter,27.97,smoke,Moderate,5.54,30.1
C395,4.5,Snack,motorcycle,25.45,clear sky,Low,7.03,24.92
8064,4.8,Snack,motorcycle,28.01,smoke,Moderate,14.07,39.43
167B,3.6,Snack,motorcycle,24.95,mist,High,13.5,40.03
DA6F,4.7,Drinks,scooter,25.41,clear sky,Very Low,1.91,15.98
305B,4.6,Buffet,scooter,22.64,haze,Very High,25.29,57.35
14F5,4.9,Meal,electric_scooter,20.76,clear sky,High,17.61,33.87
CBCC,4.9,Drinks,electric_scooter,14.34,clear sky,High,15.13,54.63
12D2,4.8,Meal,scooter,27.88,smoke,High,9.63,39.63
9570,4.6,Drinks,scooter,23.25,haze,Very High,16.17,63.32
40C0,4.8,Buffet,electric_scooter,22.69,haze,High,13.79,40.8
C7D9,4.6,Snack,electric_scooter,27.99,haze,Low,3.03,19.02
8.00E+04,4.6,Drinks,scooter,21.83,haze,Very High,21.89,57.55
1C02,4.5,Meal,motorcycle,22.25,clear sky,Moderate,16.63,30.73
BEE8,4.8,Snack,motorcycle,22.65,haze,Moderate,8.24,32.28
2CF9,4.3,Snack,motorcycle,22.25,clear sky,High,22.02,48.32
D6E7,4.8,Meal,motorcycle,21.93,clear sky,High,14.06,36.53
3FAC,4.7,Drinks,motorcycle,23.03,clear sky,High,17.55,50.68
7F17,4.6,Buffet,motorcycle,24.93,clear sky,High,16.9,38.08
2CF5,4.1,Drinks,electric_scooter,22.95,clear sky,Moderate,10.74,39.3
9218,4.6,Snack,motorcycle,22.25,clear sky,Moderate,16.63,34.57
5E0A,4.9,Buffet,scooter,22.14,haze,Very High,22.12,49.55
5E5F,4.8,Meal,motorcycle,28.01,smoke,Low,3.46,20.7
AAF5,4.7,Drinks,motorcycle,23.03,clear sky,High,13.34,49.67
F92,4.9,Meal,scooter,22.27,clear sky,High,21.74,39.93
3.00E+44,4.1,Meal,motorcycle,27.99,smoke,Low,5.04,21.45
DDE0,4.5,Buffet,scooter,22.27,clear sky,Low,6.41,19.65
929A,4.8,Drinks,motorcycle,20.53,clear sky,High,15.76,50.22
1DCB,4.6,Drinks,electric_scooter,26.06,haze,Very High,22.86,57.62
AE1C,5.0,Buffet,scooter,22.7,haze,Very High,22.05,56.38
1266,4.8,Drinks,motorcycle,20.45,clear sky,High,26.02,52.42
45EE,4.6,Buffet,motorcycle,23.83,haze,High,14.49,39.12
9D84,4.6,Meal,motorcycle,25.89,haze,Moderate,8.14,27.55
3D7E,4.6,Snack,scooter,22.94,haze,Moderate,8.03,30.13
